,Species,Gene,GeneName,Ala,Arg,Asn,Asp,Cys,Gln,Glu,Gly,His,Ile,Leu,Lys,Met,Phe,Pro,Ser,Thr,Trp,Tyr,Val
721,[Havilanditermes proatripennis],ND5,NADH dehydrogenase subunit 5 ,24,5,17,15,8,7,9,48,5,43,79,5,39,62,13,66,19,14,27,39
722,[Inquilinitermes sp. BRA002],ND5,NADH dehydrogenase subunit 5 ,27,8,17,14,6,7,9,46,4,37,76,6,38,61,13,66,20,14,27,44
723,[Oriensubulitermes inanis],ND5,NADH dehydrogenase subunit 5 ,23,6,19,15,7,7,8,46,4,40,80,8,41,62,14,61,20,14,25,40
724,[Ectoneura hanitschi],ND5,NADH dehydrogenase subunit 5 ,23,5,28,15,7,9,10,38,5,53,95,18,47,58,12,54,15,11,27,31
725,[Oriensubulitermes inanis],ND5,NADH dehydrogenase subunit 5 ,24,6,21,14,7,7,8,48,4,41,80,8,41,62,14,60,19,14,24,38
726,[Nasutitermes sp. A TB-2017],ND5,NADH dehydrogenase subunit 5 ,24,5,20,15,6,7,8,47,4,39,77,7,40,63,13,64,18,14,26,43
727,[Opisthoplatia orientalis],ND5,NADH dehydrogenase subunit 5 ,25,5,28,14,8,8,12,37,5,40,88,14,52,55,12,58,21,13,33,31
728,[Pericapritermes nitobei],ND5,NADH dehydrogenase subunit 5 ,23,5,19,16,6,7,8,47,4,42,79,7,41,63,13,64,20,13,27,39
729,[Anoplotermes sp. BRA025],ND5,NADH dehydrogenase subunit 5 ,29,6,17,14,7,7,8,45,4,41,81,8,41,57,13,57,23,14,32,40
730,[Microcerotermes sp. AUS30],ND5,NADH dehydrogenase subunit 5 ,24,5,19,14,7,7,7,50,5,41,80,6,38,58,15,62,18,14,26,44
731,[Periplaneta australasiae],ND5,NADH dehydrogenase subunit 5 ,23,5,23,14,9,8,10,39,4,47,90,16,52,62,12,59,17,14,31,30
732,[Neostylopyga rhombifolia],ND5,NADH dehydrogenase subunit 5 ,24,5,24,15,10,8,10,36,4,55,82,13,52,56,12,62,18,14,33,28
733,[Havilanditermes atripennis],ND5,NADH dehydrogenase subunit 5 ,24,5,17,15,8,7,9,47,5,43,79,4,39,62,13,67,20,14,27,39
734,[Nasutitermes matangensis],ND5,NADH dehydrogenase subunit 5 ,25,5,18,14,7,7,9,49,4,36,78,8,38,61,14,63,18,14,25,47
735,[Periplaneta australasiae],ND5,NADH dehydrogenase subunit 5 ,23,5,23,14,10,8,10,39,4,51,89,16,54,65,12,61,17,14,32,29
736,[Anoplotermes parvus],ND5,NADH dehydrogenase subunit 5 ,30,5,20,16,8,7,7,48,5,40,82,7,41,60,14,58,20,14,30,41
737,[Glyptotermes sp. A TB-2014],ND5,NADH dehydrogenase subunit 5 ,28,5,23,15,12,8,8,43,5,42,87,6,40,64,13,69,19,15,31,42
738,[Aparatermes sp. A TB-2017],ND5,NADH dehydrogenase subunit 5 ,29,6,18,15,6,7,8,45,4,40,81,8,42,59,13,57,22,14,31,42
739,[Termes fatalis],ND5,NADH dehydrogenase subunit 5 ,26,8,16,15,6,7,8,48,4,41,75,6,42,60,13,66,19,14,27,39
740,[Reticulitermes hageni],ND5,NADH dehydrogenase subunit 5 ,27,6,15,16,13,7,7,51,5,32,84,6,43,65,14,69,18,13,31,53
741,[Reticulitermes sp. A TB-2016],ND5,NADH dehydrogenase subunit 5 ,28,6,16,16,14,7,7,51,5,36,89,5,40,64,14,67,19,14,30,48
742,[Termes fatalis],ND5,NADH dehydrogenase subunit 5 ,26,8,16,15,6,7,9,48,4,41,75,6,42,60,13,65,19,14,27,39
743,[Astratotermes sp. RDCT147],ND5,NADH dehydrogenase subunit 5 ,24,5,17,15,7,7,7,47,5,37,77,7,43,58,13,66,23,14,30,42
744,[Cephalotermes rectangularis],ND5,NADH dehydrogenase subunit 5 ,23,5,20,15,6,7,9,47,4,41,80,6,39,62,14,63,18,14,30,48
745,[Astratotermes sp. A TB-2017],ND5,NADH dehydrogenase subunit 5 ,24,5,17,15,7,7,7,48,5,37,77,7,43,58,13,65,23,14,30,42
746,[Reticulitermes flavipes],ND5,NADH dehydrogenase subunit 5 ,26,6,15,16,12,7,7,52,5,35,86,6,42,64,14,67,18,13,31,53
747,[Nasutitermes longinasus],ND5,NADH dehydrogenase subunit 5 ,23,5,20,16,6,7,7,47,4,36,76,5,41,62,13,65,19,14,27,46
748,[Mirocapritermes connectens],ND5,NADH dehydrogenase subunit 5 ,26,6,17,17,6,7,8,45,4,42,82,8,39,61,14,63,22,14,27,39
749,[Pericapritermes sp. 4 TB-2017],ND5,NADH dehydrogenase subunit 5 ,23,5,22,15,7,7,9,46,4,39,79,7,41,63,13,62,19,13,27,47
750,[Reticulitermes flaviceps],ND5,NADH dehydrogenase subunit 5 ,29,6,16,16,13,7,7,53,5,38,90,5,40,62,14,66,19,14,30,45
751,[Reticulitermes nelsonae],ND5,NADH dehydrogenase subunit 5 ,28,6,15,16,13,7,7,50,5,33,85,6,43,64,14,69,18,13,31,52
752,partial [Prorhinotermes simplex],ND5,NADH dehydrogenase subunit 5 ,26,7,17,15,15,8,7,48,5,37,82,4,38,66,13,68,17,14,28,60
753,[Astalotermes cf. qietus RDCT073],ND5,NADH dehydrogenase subunit 5 ,26,5,18,16,6,7,6,45,4,35,79,10,44,56,14,60,22,14,28,45
754,[Nasutitermes macrocephalus],ND5,NADH dehydrogenase subunit 5 ,25,5,18,14,6,7,9,49,4,36,80,6,37,63,13,65,18,14,26,45
755,[Noditermes cristifrons],ND5,NADH dehydrogenase subunit 5 ,22,5,16,15,7,7,8,48,4,44,79,9,40,62,15,61,22,14,29,41
756,[Panchlora nivea],ND5,NADH dehydrogenase subunit 5 ,25,6,27,16,11,8,10,38,8,40,89,15,54,52,13,52,21,12,32,36
757,[Astalotermes cf. quietus RDCT046],ND5,NADH dehydrogenase subunit 5 ,27,5,18,16,6,7,6,45,4,36,79,10,44,56,14,60,22,14,28,43
758,[Anoplotermes janus],ND5,NADH dehydrogenase subunit 5 ,27,5,16,15,7,7,7,48,5,37,84,8,42,56,14,58,21,13,30,44
759,[Anoplotermes group sp. AF TB-2017],ND5,NADH dehydrogenase subunit 5 ,29,6,19,16,7,7,7,46,4,38,83,8,46,59,13,58,22,14,30,41
760,[Procapritermes sp. A TB-2017],ND5,NADH dehydrogenase subunit 5 ,24,6,19,14,6,7,8,44,4,42,81,8,39,62,14,65,20,13,26,38
761,[Reticulitermes virginicus],ND5,NADH dehydrogenase subunit 5 ,26,6,15,16,13,7,7,51,5,34,84,7,42,64,14,68,19,13,31,53
762,[Araujotermes parvellus],ND5,NADH dehydrogenase subunit 5 ,24,5,17,15,9,7,9,47,5,34,78,8,41,61,14,61,20,14,24,47
763,[Cosmozosteria sp. B117],ND5,NADH dehydrogenase subunit 5 ,23,5,24,15,9,8,9,38,5,48,85,15,55,60,13,62,17,14,33,27
764,[Subulitermes sp. G712],ND5,NADH dehydrogenase subunit 5 ,24,5,19,15,6,7,9,46,4,41,79,8,41,61,14,62,20,14,29,43
765,[Humutermes krishnai],ND5,NADH dehydrogenase subunit 5 ,28,6,18,15,7,7,7,46,4,36,79,8,43,60,14,59,20,14,29,40
766,[Opisthoplatia orientalis],ND5,NADH dehydrogenase subunit 5 ,25,5,28,14,9,8,12,37,5,42,90,14,53,62,12,62,20,13,33,32
767,[Aciculitermes sp. T3.10f],ND5,NADH dehydrogenase subunit 5 ,25,6,19,14,7,7,8,46,4,43,79,7,42,63,14,61,19,14,25,40
768,[Noditermes lamanianus],ND5,NADH dehydrogenase subunit 5 ,22,5,16,15,9,7,8,50,4,44,82,11,41,70,14,63,21,14,31,46
769,[Pericapritermes nigerianus],ND5,NADH dehydrogenase subunit 5 ,23,6,19,16,10,7,8,49,4,37,84,6,42,70,15,65,21,15,28,50
770,[Opisthoplatia orientalis],ND5,NADH dehydrogenase subunit 5 ,25,5,28,14,9,8,12,37,5,42,90,14,53,62,12,62,21,13,33,31
771,[Nasutitermes sp. COL2012L08],ND5,NADH dehydrogenase subunit 5 ,24,5,19,16,6,7,7,48,5,43,82,8,40,62,14,60,19,13,31,39
772,[Microcerotermes sp. C TB-2017],ND5,NADH dehydrogenase subunit 5 ,23,5,19,14,7,7,7,50,5,40,80,5,38,59,15,63,18,14,27,47
773,[Nasutitermes longirostris],ND5,NADH dehydrogenase subunit 5 ,24,5,18,15,8,7,8,48,4,37,80,7,40,61,14,63,19,14,24,44
774,[Neocapritermes taracua],ND5,NADH dehydrogenase subunit 5 ,23,6,20,15,8,7,8,47,4,40,81,8,43,59,13,59,21,15,28,43
775,[Nasutitermes matangensis],ND5,NADH dehydrogenase subunit 5 ,25,5,17,15,7,7,9,49,4,36,79,7,37,61,14,64,18,14,25,47
776,[Alyscotermes kilimandjaricus],ND5,NADH dehydrogenase subunit 5 ,26,5,19,15,7,7,6,50,4,35,78,9,44,56,15,60,21,13,29,41
777,[Gyna caffrorum],ND5,NADH dehydrogenase subunit 5 ,27,5,24,14,9,8,13,40,5,39,86,12,54,55,14,57,22,13,30,39
778,[Nasutitermes longirostris],ND5,NADH dehydrogenase subunit 5 ,24,5,18,15,8,7,8,48,4,38,79,7,41,62,14,63,19,14,24,42
779,[Pycnoscelus indicus],ND5,NADH dehydrogenase subunit 5 ,24,5,24,15,9,8,10,41,5,41,91,16,47,55,12,61,22,14,32,35
780,[Nasutitermes sp. 1 TB-2017],ND5,NADH dehydrogenase subunit 5 ,23,5,22,16,7,7,8,46,4,46,82,5,39,64,14,62,19,14,26,38
781,[Reticulitermes flavipes],ND5,NADH dehydrogenase subunit 5 ,26,6,15,16,12,7,7,51,5,36,86,6,42,64,14,68,18,13,31,52
782,[Eurycotis decipiens],ND5,NADH dehydrogenase subunit 5 ,25,5,29,16,9,8,9,38,4,54,85,15,50,54,13,57,17,14,35,24
783,[Polyspathotermes sulcifrons],ND5,NADH dehydrogenase subunit 5 ,25,5,17,16,6,7,6,49,5,42,82,7,40,59,13,63,20,14,29,43
784,[Reticulitermes lucifugus],ND5,NADH dehydrogenase subunit 5 ,26,6,17,16,14,7,7,49,5,35,89,5,41,61,14,69,18,14,29,53
785,[Bulbitermes makhamensis],ND5,NADH dehydrogenase subunit 5 ,24,5,15,15,6,7,9,47,4,37,79,8,38,62,14,66,20,14,27,47
786,[Panchlora nivea],ND5,NADH dehydrogenase subunit 5 ,23,5,29,16,11,8,9,38,5,53,85,17,55,53,13,55,20,12,36,33
787,[Pericapritermes dolichocephalus],ND5,NADH dehydrogenase subunit 5 ,23,5,22,15,6,7,9,47,4,40,79,7,41,64,13,62,19,13,27,45
788,[Microcerotermes sp. F TB-2017],ND5,NADH dehydrogenase subunit 5 ,23,5,19,14,7,7,7,52,5,36,81,5,38,58,15,61,18,14,27,51
789,[Aparatermes sp. A TB-2017],ND5,NADH dehydrogenase subunit 5 ,25,5,17,15,7,7,8,46,6,37,79,7,43,58,14,62,21,14,30,39
790,[Nasutitermes sp. 3 TB-2017],ND5,NADH dehydrogenase subunit 5 ,24,5,18,15,8,7,8,48,4,38,80,8,40,61,14,62,19,14,24,43
791,[Phyllodromica sp. Phil],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,2,3,1,3,4,1,8,16,1,6,11,0,9,3,2,9,5
792,[Zootermopsis nevadensis],ndhE,NADH dehydrogenase subunit 4L ,0,3,2,2,5,1,3,6,1,4,17,1,7,14,0,9,2,1,9,8
793,[Ectobius sp. Z254C],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,2,3,1,3,4,2,6,15,1,7,10,0,10,3,2,9,6
794,[Zootermopsis angusticollis],ndhE,NADH dehydrogenase subunit 4L ,0,3,2,2,6,1,3,5,1,3,16,1,7,15,0,9,2,1,9,9
795,[Microtermes sp. BDIT051],ndhE,NADH dehydrogenase subunit 4L ,0,2,4,1,5,2,2,4,2,4,16,0,2,13,0,12,1,1,8,12
796,[Cryptocercus kyebangensis],ndhE,NADH dehydrogenase subunit 4L ,1,2,2,1,3,2,3,5,1,6,16,1,5,13,0,11,2,1,10,10
797,[Neotermes sp. A TB-2014],ndhE,NADH dehydrogenase subunit 4L ,1,3,2,1,4,2,3,4,1,4,16,0,4,15,0,14,4,1,7,9
798,[Microtermes sp. B TB-2017],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,4,1,5,15,0,2,12,0,14,1,1,10,12
799,[Methana sp. AUS1],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,4,1,6,16,1,7,13,0,10,2,1,7,7
800,[Neotermes insularis],ndhE,NADH dehydrogenase subunit 4L ,1,3,3,1,4,1,3,5,2,6,16,0,4,15,0,13,2,1,8,7
801,[Periplaneta americana],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,4,1,8,16,2,6,13,0,11,3,1,6,7
802,[Arenivaga sp. B097],ndhE,NADH dehydrogenase subunit 4L ,1,1,5,1,4,2,3,6,1,7,20,1,7,10,0,6,3,0,9,5
803,[Therea olegrandjeani],ndhE,NADH dehydrogenase subunit 4L ,1,1,3,1,2,2,3,7,1,6,16,1,5,11,0,9,2,1,11,8
804,[Eupolyphaga sp. NS-2016],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,2,2,3,5,1,7,19,1,4,13,0,11,3,1,8,6
805,[Eublaberus distanti],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,1,3,4,1,5,16,1,7,10,0,16,2,1,9,6
806,[Carbrunneria paramaxi],ndhE,NADH dehydrogenase subunit 4L ,1,2,5,1,4,1,3,4,1,4,16,1,5,10,0,11,3,1,6,9
807,[Parcoblatta fulvescens],ndhE,NADH dehydrogenase subunit 4L ,1,2,5,1,3,2,3,4,1,8,15,1,7,12,0,9,3,1,7,6
808,[Eupolyphaga sinensis],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,2,2,3,5,1,7,17,1,2,11,0,11,3,1,6,6
809,[Diploptera punctata],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,1,3,4,1,6,15,1,5,11,0,13,3,1,7,5
810,[Cryptocercus meridianus],ndhE,NADH dehydrogenase subunit 4L ,1,2,2,1,3,2,3,6,1,6,15,1,6,15,0,10,2,1,9,9
811,[Microcerotermes nervosus],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,7,16,1,2,12,0,12,2,2,9,8
812,[Cryptocercus meridianus],ndhE,NADH dehydrogenase subunit 4L ,1,2,2,1,3,2,3,6,1,6,15,1,5,15,0,10,2,1,9,8
813,[Archimandrita tessellata],ndhE,NADH dehydrogenase subunit 4L ,2,2,4,1,3,1,3,4,1,5,16,1,6,9,0,14,3,1,10,7
814,[Hodotermopsis sjostedti],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,2,6,2,3,4,1,5,15,1,5,11,0,12,2,1,9,12
815,[Odontotermes sp. B TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,2,1,5,2,2,4,2,2,15,0,2,12,0,14,1,1,9,14
816,[Macrotermes vitrialatus],ndhE,NADH dehydrogenase subunit 4L ,0,3,3,1,5,1,2,4,2,3,15,1,2,12,0,12,1,1,9,14
817,[Paranauphoeta circumdata],ndhE,NADH dehydrogenase subunit 4L ,3,2,5,1,3,1,3,5,1,7,17,1,4,11,0,10,2,1,10,6
818,[Rhabdoblatta sp. RHA],ndhE,NADH dehydrogenase subunit 4L ,3,2,4,1,3,1,3,4,1,8,16,1,5,13,0,11,3,1,8,5
819,[Microcerotermes newmani],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,8,16,1,3,12,1,12,1,2,9,8
820,[Cryptocercus relictus],ndhE,NADH dehydrogenase subunit 4L ,1,2,2,1,3,2,3,6,1,6,16,1,5,14,0,10,2,1,9,10
821,[Neostylopyga rhombifolia],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,5,1,8,16,2,7,13,0,9,2,1,6,8
822,partial [Periplaneta americana],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,4,1,7,16,1,5,13,0,11,3,1,6,8
823,[Ergaula capucina],ndhE,NADH dehydrogenase subunit 4L ,1,1,3,1,2,2,3,6,1,6,17,1,5,14,0,10,2,1,9,8
824,[Blaberus discoidalis],ndhE,NADH dehydrogenase subunit 4L ,2,2,3,1,3,1,3,5,1,5,17,1,5,10,0,14,2,1,10,7
825,[Odontotermes sp. C TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,3,15,0,2,12,0,15,1,1,9,13
826,[Macrotermes sp. PHI4],ndhE,NADH dehydrogenase subunit 4L ,0,2,3,1,5,2,2,4,2,5,15,1,2,12,0,12,1,1,9,12
827,[Parcoblatta bolliana],ndhE,NADH dehydrogenase subunit 4L ,1,2,5,1,3,2,3,4,1,7,15,1,7,12,0,10,4,1,7,5
828,[Microcerotermes sp. C TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,16,1,3,13,1,12,2,2,9,8
829,[Neostylopyga rhombifolia],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,5,1,6,16,1,6,13,0,10,2,1,6,8
830,[Therea petiveriana],ndhE,NADH dehydrogenase subunit 4L ,1,1,2,1,2,2,3,5,1,5,16,1,5,12,0,12,2,1,10,9
831,[Macrotermes sp. A TB-2017],ndhE,NADH dehydrogenase subunit 4L ,0,2,3,1,5,2,2,4,2,3,15,1,2,12,0,12,1,1,9,14
832,[Odontotermes sp. A TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,5,2,3,15,0,2,12,0,14,1,1,9,13
833,[Odontotermes sp. BDIT9-1.3A],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,5,2,2,14,0,2,13,0,14,1,1,9,14
834,[Acanthotermes acanthothorax],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,5,2,5,15,0,3,12,0,14,1,2,9,13
835,[Odontotermes formosanus],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,4,15,0,4,12,0,16,1,2,9,12
836,[Odontotermes longignathus],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,4,15,0,2,12,0,15,1,1,9,12
837,[Asiablatta kyotensis],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,3,4,1,7,16,1,5,12,0,9,4,1,6,6
838,[Microcerotermes baluchistanicus],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,5,16,1,2,13,0,12,2,2,9,9
839,[Tuberculitermes bycanistes],ndhE,NADH dehydrogenase subunit 4L ,1,3,4,1,5,1,2,4,2,5,14,1,2,12,0,12,1,1,9,11
840,[Therea regularis],ndhE,NADH dehydrogenase subunit 4L ,1,1,2,1,2,2,3,5,1,4,16,1,5,12,0,12,2,1,10,10
841,[Allodontermes schultzei],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,5,2,4,15,0,1,12,0,13,1,1,10,13
842,[Pycnoscelus nigra],ndhE,NADH dehydrogenase subunit 4L ,3,2,3,1,3,1,3,4,1,5,16,1,4,13,0,13,4,1,8,7
843,[Hypotermes makhamensis],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,3,15,0,2,12,0,15,1,1,9,13
844,[Microcerotermes sp. 3 TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,3,1,4,2,2,4,2,6,16,1,2,13,0,13,2,2,9,8
845,[Odontotermes minutus],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,5,15,0,2,12,0,15,1,1,9,11
846,[Microcerotermes sp. I TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,3,1,4,2,2,4,2,7,16,1,2,12,0,13,2,2,9,8
847,[Microcerotermes progrediens],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,15,1,2,13,0,12,1,2,9,10
848,[Blaberus peruvianus],ndhE,NADH dehydrogenase subunit 4L ,2,2,4,1,3,1,3,4,1,5,16,1,5,11,0,14,2,1,9,8
849,[Odontotermes sp. K TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,5,2,4,16,0,2,11,0,14,1,1,9,12
850,[Macrotermes gilvus],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,4,2,5,15,1,2,12,0,13,1,1,9,12
851,[Macrotermes sp. B TB-2017],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,4,2,2,15,1,2,13,0,13,1,1,9,14
852,[Microcerotermes sp. G TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,3,1,4,2,2,4,2,6,16,1,3,13,1,13,2,2,9,8
853,[Symploce macroptera],ndhE,NADH dehydrogenase subunit 4L ,1,2,5,1,4,1,3,4,1,6,15,1,5,12,0,11,3,1,7,6
854,[Odontotermes javanicus],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,3,15,0,2,12,0,15,1,1,9,13
855,[Microcerotermes sp. SA TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,15,1,2,13,0,12,1,2,9,10
856,[Odontotermes sp. 10 TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,4,14,0,2,13,0,15,1,1,9,12
857,[Microcerotermes sp. E TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,16,1,3,13,1,12,1,2,9,9
858,[Odontotermes obesus],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,5,2,4,15,0,2,12,0,14,1,1,9,12
859,[Ectobiidae sp. BB],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,3,4,1,6,15,1,5,11,0,11,3,1,7,7
860,[Microtermes sp. RDCT048],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,4,2,5,16,1,2,13,0,13,1,1,8,11
861,[Periplaneta fuliginosa],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,5,1,9,16,1,7,13,0,10,2,1,6,7
862,[Microtermes obesi],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,5,2,7,16,1,2,11,0,12,1,1,9,10
863,[Macrotermes subhyalinus],ndhE,NADH dehydrogenase subunit 4L ,0,2,3,1,5,2,2,4,2,3,15,1,3,12,0,13,1,2,9,15
864,[Microcerotermes parvus],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,5,15,1,3,13,0,12,1,2,9,10
865,[Amitermes sp. 5 TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,7,15,1,2,12,0,12,1,2,10,9
866,[Microcerotermes havilandi],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,16,1,2,13,0,12,1,2,9,9
867,[Microcerotermes sp. COL2012-T09],ndhE,NADH dehydrogenase subunit 4L ,1,2,3,1,4,2,2,4,2,6,15,1,2,13,0,13,1,2,9,10
868,[Microtermes sp. C TB-2017],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,5,2,6,16,1,2,11,0,12,1,1,9,11
869,[Procubitermes undulans],ndhE,NADH dehydrogenase subunit 4L ,1,2,3,1,4,2,2,4,2,7,15,1,2,12,0,13,1,2,9,10
870,[Shelfordella lateralis],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,5,1,8,16,2,7,14,0,10,2,1,5,7
871,[Odontotermes hainanensis],ndhE,NADH dehydrogenase subunit 4L ,2,2,1,1,5,2,2,5,2,4,16,0,2,11,0,14,1,1,9,11
872,[Amitermes sp. 4 TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,15,1,2,12,0,12,1,2,10,10
873,[Odontotermes sp. D TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,1,1,5,2,2,4,2,4,15,0,2,12,0,15,1,1,9,12
874,[Microtermes sp. A TB-2017],ndhE,NADH dehydrogenase subunit 4L ,0,2,2,1,5,2,2,5,2,5,15,1,2,12,0,12,1,1,9,12
875,[Neolaxta sp. B107],ndhE,NADH dehydrogenase subunit 4L ,3,2,2,1,3,1,3,4,1,6,16,1,5,11,0,14,3,1,9,7
876,[Amitermes sp. E TB-2017],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,4,2,2,4,2,6,15,1,2,12,0,12,1,2,10,10
877,[Periplaneta australasiae],ndhE,NADH dehydrogenase subunit 4L ,1,2,4,1,3,2,3,5,1,7,16,1,7,13,0,10,2,1,6,9
878,[Therea regularis],ND6,NADH dehydrogenase subunit 6 ,4,1,16,2,1,5,2,6,1,20,29,5,17,12,7,9,15,1,4,4
879,[Ectobius sp. Z254C],ND6,NADH dehydrogenase subunit 6 ,3,1,13,0,0,3,3,6,2,24,26,7,19,11,4,14,14,2,7,5
880,[Therea olegrandjeani],ND6,NADH dehydrogenase subunit 6 ,5,1,16,1,2,4,3,6,1,21,30,6,19,10,6,9,12,1,4,4
881,[Pycnoscelus sp. B103],ND6,NADH dehydrogenase subunit 6 ,4,1,7,0,0,6,2,5,2,22,25,6,17,11,4,20,15,1,4,9
882,[Therea petiveriana],ND6,NADH dehydrogenase subunit 6 ,5,1,16,1,1,5,3,6,1,20,31,5,18,10,6,9,15,1,4,4
883,[Melanozosteria sp. Cairns, Australia],ND6,NADH dehydrogenase subunit 6 ,4,1,13,1,1,5,4,5,1,22,28,5,22,9,4,11,14,1,8,7
884,[Periplaneta fuliginosa],ND6,NADH dehydrogenase subunit 6 ,3,1,11,1,1,6,5,5,2,17,27,6,27,9,3,11,14,1,8,8
885,[Protagonista lugubris],ND6,NADH dehydrogenase subunit 6 ,3,1,14,0,1,5,5,5,2,18,26,4,29,10,3,12,9,1,7,8
886,[Porotermes adamsoni],ND6,NADH dehydrogenase subunit 6 ,7,1,11,1,0,4,6,7,3,15,30,9,19,7,3,15,14,2,5,6
887,[Ergaula capucina],ND6,NADH dehydrogenase subunit 6 ,3,1,17,1,2,4,2,6,1,23,27,4,20,11,6,11,13,1,8,3
888,[Microhodotermes viator],ND6,NADH dehydrogenase subunit 6 ,7,1,9,1,1,4,5,5,2,15,23,10,23,6,3,18,21,2,4,4
889,[Pycnoscelus nigra],ND6,NADH dehydrogenase subunit 6 ,4,1,7,1,0,6,2,5,1,20,25,6,16,12,4,18,18,1,5,9
890,[Arenivaga sp. B097],ND6,NADH dehydrogenase subunit 6 ,5,1,14,1,1,3,3,4,1,21,29,5,18,11,6,12,9,3,8,5
891,[Eupolyphaga sinensis],ND6,NADH dehydrogenase subunit 6 ,5,1,11,1,1,6,3,6,1,16,28,6,25,9,3,14,13,1,5,9
892,[Eupolyphaga sinensis],ND6,NADH dehydrogenase subunit 6 ,5,1,11,1,1,6,3,6,1,16,28,4,24,9,3,14,13,1,5,9
893,[Blatta orientalis],ND6,NADH dehydrogenase subunit 6 ,3,1,12,1,1,5,5,5,2,15,23,5,29,12,3,14,13,1,5,7
894,[Pycnoscelus indicus],ND6,NADH dehydrogenase subunit 6 ,3,1,7,0,0,6,2,5,2,21,25,6,17,11,4,19,17,1,4,10
895,[Phyllodromica sp. Phil],ND6,NADH dehydrogenase subunit 6 ,3,1,14,0,0,3,3,5,1,21,26,6,22,11,5,12,15,2,8,5
896,[Cryptocercus meridianus],ND6,NADH dehydrogenase subunit 6 ,4,1,16,0,1,7,4,6,1,13,26,7,28,7,3,16,16,1,4,4
